"id": "1","label": "power"#"id": "2","label": "power_aver"#"id": "3","label": "power_peak"#
2025/07/19 15:18:20#552#562#636
2025/07/19 15:28:22#564#563#642
2025/07/19 15:38:24#546#562#636
2025/07/19 15:48:24#552#562#636
2025/07/19 15:58:24#558#563#654
2025/07/19 16:08:25#552#569#636
2025/07/19 16:18:27#558#563#642
2025/07/19 16:28:29#636#565#642
2025/07/19 16:38:31#558#565#636
2025/07/19 16:48:32#546#565#642
2025/07/19 16:58:34#582#562#642
2025/07/19 17:08:35#558#563#636
2025/07/19 17:18:37#558#563#642
2025/07/19 17:28:39#558#563#636
2025/07/19 17:38:39#552#565#642
2025/07/19 17:48:39#612#562#636
2025/07/19 17:58:41#558#562#642
2025/07/19 18:08:42#558#563#642
2025/07/19 18:18:44#552#561#642
2025/07/19 18:28:46#570#563#636
2025/07/19 18:38:46#552#564#642
2025/07/19 18:48:46#552#561#636
2025/07/19 18:58:48#558#562#642
2025/07/19 19:08:49#624#562#642
2025/07/19 19:18:49#558#563#642
2025/07/19 19:28:51#564#563#636
2025/07/19 19:38:51#552#562#648
2025/07/19 19:48:51#564#562#636
2025/07/19 19:58:52#576#563#642
2025/07/19 20:08:54#588#562#630
2025/07/19 20:18:56#558#563#654
2025/07/19 20:28:56#552#560#630
2025/07/19 20:38:56#552#559#636
2025/07/19 20:48:58#564#561#630
2025/07/19 20:58:59#552#559#642
2025/07/19 21:08:59#558#561#636
2025/07/19 21:19:01#618#561#654
2025/07/19 21:29:01#558#561#642
2025/07/19 21:39:01#540#563#648
2025/07/19 21:49:03#564#562#648
2025/07/19 21:59:04#570#563#642
2025/07/19 22:09:06#558#566#642
2025/07/19 22:19:08#570#566#642
2025/07/19 22:29:08#564#570#648
2025/07/19 22:39:08#636#568#636
2025/07/19 22:49:10#558#568#654
2025/07/19 22:59:11#576#570#642
2025/07/19 23:09:13#564#571#642
2025/07/19 23:19:13#576#574#648
2025/07/19 23:29:13#570#571#642
2025/07/19 23:39:15#558#571#642
2025/07/19 23:49:16#564#574#648
2025/07/19 23:59:18#558#573#648
2025/07/20 00:09:20#582#574#642
2025/07/20 00:19:20#570#574#642
2025/07/20 00:29:20#564#570#642
2025/07/20 00:39:22#582#573#654
2025/07/20 00:49:23#606#571#654
2025/07/20 00:59:25#564#572#648
2025/07/20 01:09:25#570#572#648
2025/07/20 01:19:25#558#570#642
2025/07/20 01:29:25#552#570#648
2025/07/20 01:39:27#624#573#654
2025/07/20 01:49:28#564#571#648
2025/07/20 01:59:30#582#572#654
2025/07/20 02:09:30#558#571#642
2025/07/20 02:19:30#570#572#642
2025/07/20 02:29:32#558#569#642
2025/07/20 02:39:34#564#566#648
2025/07/20 02:49:35#564#567#648
2025/07/20 02:59:37#630#567#648
2025/07/20 03:09:37#588#567#648
2025/07/20 03:19:37#558#568#648
2025/07/20 03:29:39#552#566#642
2025/07/20 03:39:40#558#566#642
